name,city,locality,cuisines,cost,Currency,rating,votes,primary_cuisine,cost_category
Kati Roll Cottage,New Delhi,Jail Road,fast food,200,Indian Rupees(Rs.),3.5,14,fast food,low
Pul Bangash Wale,New Delhi,Jail Road,"north indian, mughlai",300,Indian Rupees(Rs.),3.7,89,north indian,medium
Sunny Chicken Soup,New Delhi,Jail Road,north indian,200,Indian Rupees(Rs.),3.6,75,north indian,low
Yo Momos,New Delhi,Jail Road,"chinese, north indian",300,Indian Rupees(Rs.),3.7,29,chinese,medium
Bikaner Sweets,New Delhi,Jail Road,"chinese, mithai",200,Indian Rupees(Rs.),0.0,1,chinese,low
Bittoo Murge Wala,New Delhi,Jail Road,north indian,300,Indian Rupees(Rs.),0.0,1,north indian,medium
Jalebi Wala,New Delhi,Jail Road,desserts,100,Indian Rupees(Rs.),0.0,2,desserts,low
Just Parkash,New Delhi,Jail Road,chinese,350,Indian Rupees(Rs.),0.0,2,chinese,medium
Kwality Sweet Corner,New Delhi,Jail Road,"chinese, mithai",200,Indian Rupees(Rs.),0.0,3,chinese,low
Mohan Chaat Corner,New Delhi,Jail Road,"north indian, chinese",200,Indian Rupees(Rs.),0.0,1,north indian,low
Mr. Momo,New Delhi,Jail Road,"fast food, chinese",350,Indian Rupees(Rs.),0.0,1,fast food,medium
Pishori Chicken Corner,New Delhi,Jail Road,"mughlai, fast food",350,Indian Rupees(Rs.),0.0,1,mughlai,medium
Punjab Patiyala Sahi,New Delhi,Jail Road,"mughlai, north indian",350,Indian Rupees(Rs.),0.0,1,mughlai,medium
Shama Chicken Corner,New Delhi,Jail Road,"biryani, mughlai",300,Indian Rupees(Rs.),0.0,3,biryani,medium
Wah G Wah,New Delhi,Jail Road,"north indian, chinese",450,Indian Rupees(Rs.),0.0,2,north indian,medium
Grillz,New Delhi,Jail Road,fast food,500,Indian Rupees(Rs.),2.2,19,fast food,medium
The Barbeque Company,New Delhi,Jail Road,"north indian, chinese, continental",1200,Indian Rupees(Rs.),4.2,621,north indian,high
Anmol Chicken Corner,New Delhi,Jama Masjid,north indian,400,Indian Rupees(Rs.),3.1,7,north indian,medium
Babu Bhai Kabab Wale,New Delhi,Jama Masjid,mughlai,200,Indian Rupees(Rs.),3.4,12,mughlai,low
Chicken Mughlai,New Delhi,Jama Masjid,"north indian, mughlai",350,Indian Rupees(Rs.),3.0,6,north indian,medium
Cool Point Shahi Tukda,New Delhi,Jama Masjid,"desserts, beverages",100,Indian Rupees(Rs.),3.1,5,desserts,low
Jawahar Hotel,New Delhi,Jama Masjid,"north indian, mughlai",500,Indian Rupees(Rs.),3.4,40,north indian,medium
Lalu Kababe,New Delhi,Jama Masjid,mughlai,200,Indian Rupees(Rs.),3.2,13,mughlai,low
Phelwan Biryani Wala,New Delhi,Jama Masjid,mughlai,150,Indian Rupees(Rs.),3.0,5,mughlai,low
Qureshi Kabab Corner,New Delhi,Jama Masjid,mughlai,300,Indian Rupees(Rs.),3.0,5,mughlai,medium
Al Jawahar,New Delhi,Jama Masjid,"mughlai, north indian",600,Indian Rupees(Rs.),3.8,1585,mughlai,medium
Aslam Chicken,New Delhi,Jama Masjid,mughlai,400,Indian Rupees(Rs.),3.9,635,mughlai,medium
Dil Pasand Biryani Point,New Delhi,Jama Masjid,biryani,200,Indian Rupees(Rs.),3.5,12,biryani,low
Haji Mohd. Hussain,New Delhi,Jama Masjid,mughlai,300,Indian Rupees(Rs.),3.6,22,mughlai,medium
Kallan Sweets,New Delhi,Jama Masjid,mithai,100,Indian Rupees(Rs.),3.8,75,mithai,low
The Walled City - Cafí© & Lounge,New Delhi,Jama Masjid,"continental, north indian, mughlai, chinese",700,Indian Rupees(Rs.),3.8,40,continental,medium
Al-Nawab,New Delhi,Jama Masjid,mughlai,300,Indian Rupees(Rs.),0.0,0,mughlai,medium
Ameer Sweets House,New Delhi,Jama Masjid,"mithai, street food",100,Indian Rupees(Rs.),0.0,3,mithai,low
Anwar Food Corner,New Delhi,Jama Masjid,mughlai,600,Indian Rupees(Rs.),0.0,3,mughlai,medium
Fish Point,New Delhi,Jama Masjid,north indian,200,Indian Rupees(Rs.),0.0,2,north indian,low
Golden Bakery,New Delhi,Jama Masjid,bakery,100,Indian Rupees(Rs.),0.0,1,bakery,low
Hotel Maidah,New Delhi,Jama Masjid,"north indian, mughlai",400,Indian Rupees(Rs.),0.0,2,north indian,medium
Lahori Food,New Delhi,Jama Masjid,north indian,400,Indian Rupees(Rs.),0.0,0,north indian,medium
Majlis Foods,New Delhi,Jama Masjid,north indian,400,Indian Rupees(Rs.),0.0,0,north indian,medium
Cool Point,New Delhi,Jama Masjid,"desserts, beverages",100,Indian Rupees(Rs.),4.2,69,desserts,low
Haji Shabrati Nihari Wale,New Delhi,Jama Masjid,mughlai,200,Indian Rupees(Rs.),4.0,115,mughlai,low
Karim's,New Delhi,Jama Masjid,"mughlai, north indian",800,Indian Rupees(Rs.),4.0,4689,mughlai,high
Qureshi Kabab Corner,New Delhi,Jama Masjid,mughlai,200,Indian Rupees(Rs.),4.3,76,mughlai,low
Bake Bikaner,New Delhi,Janakpuri,"north indian, south indian, chinese, street food",500,Indian Rupees(Rs.),3.3,86,north indian,medium
Barista,New Delhi,Janakpuri,cafe,650,Indian Rupees(Rs.),3.3,74,cafe,medium
Behrouz Biryani,New Delhi,Janakpuri,biryani,600,Indian Rupees(Rs.),3.4,49,biryani,medium
Brunchilli,New Delhi,Janakpuri,"north indian, chinese",800,Indian Rupees(Rs.),3.2,84,north indian,high
Cafe Coffee Day,New Delhi,Janakpuri,cafe,450,Indian Rupees(Rs.),3.4,50,cafe,medium
Chawla Dillivala,New Delhi,Janakpuri,"north indian, chinese",600,Indian Rupees(Rs.),2.7,91,north indian,medium
Dhaba Ambarsariya,New Delhi,Janakpuri,"north indian, chinese",700,Indian Rupees(Rs.),3.3,23,north indian,medium
Domino's Pizza,New Delhi,Janakpuri,"pizza, fast food",700,Indian Rupees(Rs.),3.4,88,pizza,medium
GPW - The Food Hub,New Delhi,Janakpuri,"north indian, chinese",400,Indian Rupees(Rs.),3.0,70,north indian,medium
Green Bhojanalya,New Delhi,Janakpuri,north indian,400,Indian Rupees(Rs.),3.2,96,north indian,medium
Hira Sweets,New Delhi,Janakpuri,"north indian, south indian, street food, fast food, mithai",600,Indian Rupees(Rs.),2.5,85,north indian,medium
Hot Curries,New Delhi,Janakpuri,"north indian, mughlai, chinese",700,Indian Rupees(Rs.),3.4,60,north indian,medium
Meenu Caterers,New Delhi,Janakpuri,"north indian, chinese",600,Indian Rupees(Rs.),2.7,82,north indian,medium
Moti Mahal Delux,New Delhi,Janakpuri,"north indian, mughlai, chinese",1000,Indian Rupees(Rs.),2.6,105,north indian,high
New Kadimi,New Delhi,Janakpuri,"north indian, south indian, chinese, fast food",600,Indian Rupees(Rs.),2.5,162,north indian,medium
Polka Pastry & Snack Bar,New Delhi,Janakpuri,"bakery, fast food",350,Indian Rupees(Rs.),3.2,62,bakery,medium
Pudding & Pie,New Delhi,Janakpuri,"bakery, fast food",450,Indian Rupees(Rs.),3.4,66,bakery,medium
Singz,New Delhi,Janakpuri,"north indian, chinese",700,Indian Rupees(Rs.),2.5,46,north indian,medium
Slice of Italy,New Delhi,Janakpuri,"italian, pizza, bakery",700,Indian Rupees(Rs.),3.4,198,italian,medium
Subway,New Delhi,Janakpuri,"american, fast food, salad, healthy food",500,Indian Rupees(Rs.),3.1,69,american,medium
Suruchee,New Delhi,Janakpuri,"bengali, north indian",500,Indian Rupees(Rs.),3.4,52,bengali,medium
The Bubble Tea Cafe,New Delhi,Janakpuri,cafe,600,Indian Rupees(Rs.),3.0,182,cafe,medium
The Destination,New Delhi,Janakpuri,"chinese, mughlai",1400,Indian Rupees(Rs.),3.3,85,chinese,high
The Night Delights,New Delhi,Janakpuri,"north indian, chinese",800,Indian Rupees(Rs.),3.4,102,north indian,high
Tingling Pepper,New Delhi,Janakpuri,"north indian, chinese, continental, fast food",400,Indian Rupees(Rs.),3.4,69,north indian,medium
Wah G Wah,New Delhi,Janakpuri,"north indian, chinese",450,Indian Rupees(Rs.),2.7,37,north indian,medium
Midnight Hunger Hub,New Delhi,Janakpuri,"north indian, fast food, italian, asian",800,Indian Rupees(Rs.),4.5,50,north indian,high
BarShala,New Delhi,Janakpuri,finger food,600,Indian Rupees(Rs.),3.5,40,finger food,medium
Bemisaal Reloaded,New Delhi,Janakpuri,"north indian, chinese",1250,Indian Rupees(Rs.),3.8,128,north indian,high
Bon Appí©tit,New Delhi,Janakpuri,fast food,350,Indian Rupees(Rs.),3.8,212,fast food,medium
Burger Point,New Delhi,Janakpuri,"burger, fast food",300,Indian Rupees(Rs.),3.6,164,burger,medium
Cakes 'n' Crumbs,New Delhi,Janakpuri,bakery,400,Indian Rupees(Rs.),3.6,70,bakery,medium
China Fort,New Delhi,Janakpuri,"chinese, north indian, thai",700,Indian Rupees(Rs.),3.5,74,chinese,medium
Giani,New Delhi,Janakpuri,"ice cream, desserts",400,Indian Rupees(Rs.),3.5,33,ice cream,medium
Hot Cherries,New Delhi,Janakpuri,bakery,400,Indian Rupees(Rs.),3.6,116,bakery,medium
KFC,New Delhi,Janakpuri,"american, fast food",500,Indian Rupees(Rs.),3.5,62,american,medium
McDonald's,New Delhi,Janakpuri,"fast food, burger",500,Indian Rupees(Rs.),3.6,179,fast food,medium
Pasta Xpress,New Delhi,Janakpuri,"italian, fast food",700,Indian Rupees(Rs.),3.6,56,italian,medium
Tandoor Bar-Be-Que,New Delhi,Janakpuri,"north indian, mughlai",600,Indian Rupees(Rs.),3.5,131,north indian,medium
TBK Kulcha's,New Delhi,Janakpuri,"fast food, street food",300,Indian Rupees(Rs.),3.6,155,fast food,medium
The Pindi,New Delhi,Janakpuri,"north indian, chinese, mughlai",1300,Indian Rupees(Rs.),3.5,100,north indian,high
The Tangy Tomatoes,New Delhi,Janakpuri,"italian, chinese, fast food, north indian",400,Indian Rupees(Rs.),3.7,32,italian,medium
Thela,New Delhi,Janakpuri,"north indian, fast food, chinese",500,Indian Rupees(Rs.),3.5,87,north indian,medium
Wah Ji Wah,New Delhi,Janakpuri,"north indian, chinese",450,Indian Rupees(Rs.),3.7,61,north indian,medium
Muffins,New Delhi,Janakpuri,"bakery, fast food",250,Indian Rupees(Rs.),1.9,66,bakery,low
Food Scouts,New Delhi,Janakpuri,"north indian, chinese, continental",700,Indian Rupees(Rs.),4.3,22,north indian,medium
Aggarwal Sweet India,New Delhi,Jangpura,"mithai, street food",150,Indian Rupees(Rs.),2.8,15,mithai,low
Bhola Dhaba,New Delhi,Jangpura,north indian,300,Indian Rupees(Rs.),2.8,30,north indian,medium
Cake Me Up,New Delhi,Jangpura,bakery,400,Indian Rupees(Rs.),3.1,7,bakery,medium
Chawla Snacks,New Delhi,Jangpura,north indian,250,Indian Rupees(Rs.),2.9,4,north indian,low
Chef Joint,New Delhi,Jangpura,"north indian, chinese",400,Indian Rupees(Rs.),3.2,45,north indian,medium
China Hut,New Delhi,Jangpura,chinese,400,Indian Rupees(Rs.),3.0,16,chinese,medium
Chinese Hut,New Delhi,Jangpura,"chinese, fast food",450,Indian Rupees(Rs.),2.8,5,chinese,medium
Curries & Kebabs,New Delhi,Jangpura,"north indian, mughlai, chinese",500,Indian Rupees(Rs.),2.7,7,north indian,medium
Giani's,New Delhi,Jangpura,"ice cream, desserts",400,Indian Rupees(Rs.),3.1,9,ice cream,medium
Green Chick Chop,New Delhi,Jangpura,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),3.1,15,raw meats,medium
Kabul Restaurant,New Delhi,Jangpura,"mughlai, afghani",450,Indian Rupees(Rs.),2.8,25,mughlai,medium
Kadimi Dukan,New Delhi,Jangpura,"street food, mithai",200,Indian Rupees(Rs.),3.2,10,street food,low
Kadimi Sweets,New Delhi,Jangpura,"mithai, street food",200,Indian Rupees(Rs.),3.1,42,mithai,low
McDonald's,New Delhi,Jangpura,"fast food, burger",500,Indian Rupees(Rs.),3.4,62,fast food,medium
Modi Pastry Corner,New Delhi,Jangpura,"bakery, fast food",100,Indian Rupees(Rs.),2.6,17,bakery,low
New Evergreen Hotel,New Delhi,Jangpura,"north indian, mughlai",450,Indian Rupees(Rs.),2.9,7,north indian,medium
Nikku Hotel,New Delhi,Jangpura,"north indian, chinese, fast food",500,Indian Rupees(Rs.),2.6,9,north indian,medium
Om Hotel,New Delhi,Jangpura,"north indian, mughlai, south indian",600,Indian Rupees(Rs.),3.3,140,north indian,medium
Pakeeza Burger,New Delhi,Jangpura,"north indian, afghani",600,Indian Rupees(Rs.),2.6,15,north indian,medium
Paljees Fresh Baked,New Delhi,Jangpura,"bakery, desserts, fast food",200,Indian Rupees(Rs.),3.1,16,bakery,low
Pinka's Rasoi,New Delhi,Jangpura,north indian,500,Indian Rupees(Rs.),3.1,21,north indian,medium
Republic of Chicken,New Delhi,Jangpura,"raw meats, fast food",400,Indian Rupees(Rs.),2.8,5,raw meats,medium
Sandwich & Sons,New Delhi,Jangpura,fast food,500,Indian Rupees(Rs.),3.2,24,fast food,medium
Simple Restaurant,New Delhi,Jangpura,"north indian, chinese",500,Indian Rupees(Rs.),3.0,15,north indian,medium
Subway,New Delhi,Jangpura,"american, fast food, salad, healthy food",500,Indian Rupees(Rs.),3.3,78,american,medium
Tempting Bar-B-Que,New Delhi,Jangpura,"north indian, chinese",650,Indian Rupees(Rs.),3.3,29,north indian,medium
The Biryani Hut,New Delhi,Jangpura,biryani,400,Indian Rupees(Rs.),2.9,5,biryani,medium
Beliram Degchiwala,New Delhi,Jangpura,"north indian, mughlai",900,Indian Rupees(Rs.),3.5,107,north indian,high
Instapizza,New Delhi,Jangpura,"pizza, fast food",900,Indian Rupees(Rs.),3.9,55,pizza,high
Janta Bakery,New Delhi,Jangpura,"bakery, fast food",150,Indian Rupees(Rs.),3.6,32,bakery,low
Pal Refreshment Corner,New Delhi,Jangpura,"north indian, chinese",500,Indian Rupees(Rs.),3.5,32,north indian,medium
Transform Nutrition,New Delhi,Jangpura,"healthy food, continental",400,Indian Rupees(Rs.),3.5,19,healthy food,medium
Bhashi Caterers,New Delhi,Jangpura,north indian,600,Indian Rupees(Rs.),0.0,3,north indian,medium
Birbal Ji Dhaba,New Delhi,Jangpura,north indian,350,Indian Rupees(Rs.),0.0,1,north indian,medium
Chaap Express,New Delhi,Jangpura,north indian,300,Indian Rupees(Rs.),0.0,2,north indian,medium
Daawat-e-Mehak,New Delhi,Jangpura,"north indian, mughlai, chinese",350,Indian Rupees(Rs.),0.0,0,north indian,medium
Delhi Biryani Hut,New Delhi,Jangpura,mughlai,300,Indian Rupees(Rs.),0.0,0,mughlai,medium
K. B. Eating Point,New Delhi,Jangpura,"chinese, south indian",250,Indian Rupees(Rs.),0.0,0,chinese,low
Kashmiri Wazwan,New Delhi,Jangpura,kashmiri,250,Indian Rupees(Rs.),0.0,1,kashmiri,low
Maan Singh Halwai,New Delhi,Jangpura,mithai,100,Indian Rupees(Rs.),0.0,0,mithai,low
Mughlai Darbar Muradabadi,New Delhi,Jangpura,mughlai,300,Indian Rupees(Rs.),0.0,0,mughlai,medium
P.S. Chinese & Thai Food,New Delhi,Jangpura,chinese,300,Indian Rupees(Rs.),0.0,0,chinese,medium
Pak Afghan Restaurant,New Delhi,Jangpura,afghani,300,Indian Rupees(Rs.),0.0,0,afghani,medium
Pakeeza Restaurants,New Delhi,Jangpura,mughlai,500,Indian Rupees(Rs.),0.0,0,mughlai,medium
Radhe Shyam Chole Bhature,New Delhi,Jangpura,street food,100,Indian Rupees(Rs.),0.0,0,street food,low
Sanjha Chulha,New Delhi,Jangpura,"north indian, mughlai",700,Indian Rupees(Rs.),0.0,1,north indian,medium
Sardar A Pure Meat Shop,New Delhi,Jangpura,"raw meats, fast food",300,Indian Rupees(Rs.),0.0,3,raw meats,medium
Shahi Muradabadi & Hyderabadi,New Delhi,Jangpura,mughlai,200,Indian Rupees(Rs.),0.0,0,mughlai,low
Shankar Chinese Foods,New Delhi,Jangpura,"chinese, fast food",200,Indian Rupees(Rs.),0.0,0,chinese,low
Shri Ram Sweets,New Delhi,Jangpura,"south indian, street food, chinese",300,Indian Rupees(Rs.),0.0,2,south indian,medium
Subhash Punjabi Family Dhaba,New Delhi,Jangpura,north indian,350,Indian Rupees(Rs.),0.0,1,north indian,medium
Tandoori Nature,New Delhi,Jangpura,north indian,400,Indian Rupees(Rs.),0.0,0,north indian,medium
Tinker Koch,New Delhi,Jangpura,north indian,300,Indian Rupees(Rs.),0.0,0,north indian,medium
Wakhra Swag,New Delhi,Jangpura,"south indian, chinese, fast food",200,Indian Rupees(Rs.),0.0,0,south indian,low
Chawla's_,New Delhi,Jangpura,"north indian, mughlai",800,Indian Rupees(Rs.),2.3,126,north indian,high
Barbeque Nation,New Delhi,Jangpura,"north indian, chinese",1600,Indian Rupees(Rs.),4.0,744,north indian,high
Novelty Dairy & Stores,New Delhi,Jangpura,fast food,200,Indian Rupees(Rs.),4.1,352,fast food,low
Caara Cafe,New Delhi,Janpath,"cafe, european",600,Indian Rupees(Rs.),3.3,59,cafe,medium
Cafe Coffee Day - The Lounge,New Delhi,Janpath,cafe,750,Indian Rupees(Rs.),3.3,81,cafe,high
Cafe Coffee Day,New Delhi,Janpath,cafe,450,Indian Rupees(Rs.),3.1,34,cafe,medium
Costa Coffee,New Delhi,Janpath,cafe,600,Indian Rupees(Rs.),3.4,31,cafe,medium
Gulnar - Hotel Janpath,New Delhi,Janpath,"north indian, chinese",2000,Indian Rupees(Rs.),3.2,40,north indian,high
Kalpana Restaurant,New Delhi,Janpath,"north indian, chinese, mughlai",500,Indian Rupees(Rs.),3.2,40,north indian,medium
Meenas,New Delhi,Janpath,"north indian, chinese",550,Indian Rupees(Rs.),2.9,7,north indian,medium
Pizza Hut,New Delhi,Janpath,"italian, pizza, fast food",1000,Indian Rupees(Rs.),3.4,116,italian,high
Prince Chaat Corner,New Delhi,Janpath,street food,150,Indian Rupees(Rs.),3.2,12,street food,low
Rajeev Restaurant,New Delhi,Janpath,north indian,200,Indian Rupees(Rs.),3.0,5,north indian,low
RSVP,New Delhi,Janpath,finger food,3000,Indian Rupees(Rs.),2.7,16,finger food,high
Samridhi,New Delhi,Janpath,"kerala, south indian",350,Indian Rupees(Rs.),3.2,85,kerala,medium
Shan E Dilli,New Delhi,Janpath,north indian,400,Indian Rupees(Rs.),3.0,7,north indian,medium
Svasti Cafe,New Delhi,Janpath,"north indian, fast food, bihari",800,Indian Rupees(Rs.),3.1,6,north indian,high
The Zest,New Delhi,Janpath,"north indian, continental",1100,Indian Rupees(Rs.),3.2,11,north indian,high
Masala Library,New Delhi,Janpath,modern indian,5000,Indian Rupees(Rs.),4.9,408,modern indian,high
Bhogal Chole Bhature Wala,New Delhi,Janpath,street food,150,Indian Rupees(Rs.),3.8,47,street food,low
Bunta Bar,New Delhi,Janpath,"modern indian, north indian",1200,Indian Rupees(Rs.),3.9,450,modern indian,high
Cafe Coffee Day The Square,New Delhi,Janpath,cafe,700,Indian Rupees(Rs.),3.7,49,cafe,medium
Cottage Cafí© by Smoothie factory,New Delhi,Janpath,"cafe, desserts, healthy food, juices",650,Indian Rupees(Rs.),3.7,223,cafe,medium
Depaul's,New Delhi,Janpath,fast food,200,Indian Rupees(Rs.),3.7,475,fast food,low
Fresc Co,New Delhi,Janpath,"italian, mediterranean",1900,Indian Rupees(Rs.),3.8,1347,italian,high
Informal,New Delhi,Janpath,"north indian, spanish, mediterranean",1200,Indian Rupees(Rs.),3.9,555,north indian,high
Lutyens Cocktail House,New Delhi,Janpath,"north indian, lebanese, european, mexican",2100,Indian Rupees(Rs.),3.9,299,north indian,high
McDonald's,New Delhi,Janpath,"fast food, burger",500,Indian Rupees(Rs.),3.8,158,fast food,medium
Office Office,New Delhi,Janpath,"north indian, continental",1200,Indian Rupees(Rs.),3.9,291,north indian,high
Pappu Chat Bhandar,New Delhi,Janpath,street food,150,Indian Rupees(Rs.),3.5,19,street food,low
The Beer Cafe,New Delhi,Janpath,"finger food, north indian",1250,Indian Rupees(Rs.),3.6,1058,finger food,high
The Masala Trail,New Delhi,Janpath,"north indian, south indian, street food",800,Indian Rupees(Rs.),3.9,303,north indian,high
Chill House Kafe,New Delhi,Janpath,cafe,250,Indian Rupees(Rs.),0.0,1,cafe,low
Connoisseur,New Delhi,Janpath,bakery,400,Indian Rupees(Rs.),0.0,0,bakery,medium
Mahesh Chaat Corner,New Delhi,Janpath,"chinese, fast food, pizza",250,Indian Rupees(Rs.),0.0,0,chinese,low
Pind Balluchi,New Delhi,Janpath,"north indian, mughlai",1000,Indian Rupees(Rs.),0.0,3,north indian,high
Queen's Way,New Delhi,Janpath,"north indian, mughlai",500,Indian Rupees(Rs.),0.0,2,north indian,medium
Sea Lord,New Delhi,Janpath,"north indian, south indian",250,Indian Rupees(Rs.),0.0,3,north indian,low
52 Janpath,New Delhi,Janpath,"american, italian, north indian, european, thai",1550,Indian Rupees(Rs.),4.2,361,american,high
Cafe Southall,New Delhi,Janpath,"north indian, italian, continental, asian",1350,Indian Rupees(Rs.),4.2,162,north indian,high
Saravana Bhavan,New Delhi,Janpath,south indian,500,Indian Rupees(Rs.),4.2,1869,south indian,medium
Tourist Janpath,New Delhi,Janpath,"north indian, american, chinese",2000,Indian Rupees(Rs.),4.1,501,north indian,high
Cafe Coffee Day,New Delhi,Jasola,cafe,450,Indian Rupees(Rs.),3.1,23,cafe,medium
Cafe Punjabi,New Delhi,Jasola,north indian,300,Indian Rupees(Rs.),3.3,33,north indian,medium
Chai Garam,New Delhi,Jasola,"beverages, fast food",300,Indian Rupees(Rs.),2.9,6,beverages,medium
Chai Shots,New Delhi,Jasola,"beverages, fast food",200,Indian Rupees(Rs.),3.0,15,beverages,low
Chao Cart,New Delhi,Jasola,chinese,400,Indian Rupees(Rs.),3.1,4,chinese,medium
Deli Belly,New Delhi,Jasola,"north indian, italian, continental",1000,Indian Rupees(Rs.),2.6,49,north indian,high
Ego,New Delhi,Jasola,"continental, italian",800,Indian Rupees(Rs.),3.3,14,continental,high
Fresh n Refresh,New Delhi,Jasola,fast food,500,Indian Rupees(Rs.),2.8,22,fast food,medium
Jack Po!tato's,New Delhi,Jasola,fast food,150,Indian Rupees(Rs.),3.3,15,fast food,low
Moti Mahal Delux,New Delhi,Jasola,"north indian, mughlai",950,Indian Rupees(Rs.),2.8,26,north indian,high
Pizza Hut Delivery,New Delhi,Jasola,"italian, pizza, fast food",800,Indian Rupees(Rs.),2.5,47,italian,high
Riviera,New Delhi,Jasola,"continental, north indian, chinese, mughlai, asian",1000,Indian Rupees(Rs.),3.2,8,continental,high
Subway,New Delhi,Jasola,"american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2.8,67,american,medium
